#OTUID	taxonomy	confidence
07c6ef6ccb07f215616711d96af576a5	k__Bacteria	0.865483282006525
a2a5fd4dffee61d6d82b6fd56af7737a	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__	0.998722747148204
b21a23e6fbe66d3ce0313f73cbd23b78	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999996377436169
3aa44baac7b6b67f39bfe28245e16c4d	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__; s__	0.970969846653317
97c3a3bb46bd091c31344d2ae1e27d0f	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.998907175066514
d665187d27fa54dd97b73bf8c0dd6cc0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__	0.99807833244709
4a6c256f2966b49dd5a44664c5de1118	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	0.999977280718491
c86c1c2369b8529ef20f7159215111bc	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__	0.865885408271902
80efda50a11283e8689809801fd99358	k__Bacteria	0.947590342677807
6ed92a06556710fbe9bc4b069437ff95	Unassigned	0.877556474038557
7880fb59799387203e38303b538c1aa4	k__Bacteria	0.888843488534502
b6d6180c9c8337eabeb1b3ec40014512	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__; s__	0.999986835711517
9b2d0ca964472149d5e10cb4da22e863	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__	0.999974707818163
e73696ab6294399ce130514d9438db5b	k__Bacteria	0.95260866545483
9b76db96a8eab27199754df1bd63589f	k__Bacteria	0.886568277840139
